_id,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
3945,3945,Fatal,2006,May,Monday,1,Overturned,Single Vehicle,152.686213299202,-25.5361283586843,Ann St,Cheapside St,,Maryborough,Fraser Coast Region,4650,Maryborough,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Maryborough (qld),Maryborough,Wide Bay,Inner Regional,Maryborough,Wide Bay,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,1,0,0,2,1,0,0,0,0,0,0
3949,3949,Fatal,2006,May,Monday,3,Fall from vehicle,Single Vehicle,148.522809599786,-22.9881489223753,Anncrouye Rd,,,Bundoora,Central Highlands Region,4746,Middlemount,Mackay,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,701,Off Path-Straight: Left Off Cway,15: Off Carriageway on Straight,N,1,0,0,0,1,0,1,0,0,0,0,0
4045,4045,Fatal,2005,November,Thursday,15,Hit pedestrian,Hit pedestrian,149.231556146788,-21.3972477884358,Sarina - Coast Rd,,Sarina - Coast Road,Sarina,Mackay Region,4737,Sarina,Mackay,Central,Central,Central Queensland,Sarina,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,009,Pedn: Hit While Boarding/Alighting,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
4231,4231,Fatal,2006,May,Monday,5,Hit object,Single Vehicle,153.018530989056,-27.4687052072933,South East Art Rd Ramp A,South East Arterial Rd,South-East Arterial Road (Pacific Motorway),Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major Cities,Mcconnel,Brisbane,State-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,0,1,0,0,0,0,0
4247,4247,Fatal,2007,May,Wednesday,15,Angle,Multi-Vehicle,145.739701148518,-16.8724439643403,Arnold St,Captain Cook Hwy,Captain Cook Highway (Cairns - Mossman),Stratford,Cairns Region,4870,Cairns,Far North,Far Northern,Northern,North Queensland,Freshwater - Stratford,Cairns - North,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - Cross,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,N,1,0,0,0,1,1,1,0,0,0,0,0
4280,4280,Fatal,2007,August,Wednesday,1,Head-on,Multi-Vehicle,149.477889913839,-22.3280162052944,Bruce Hwy,,Bruce Highway (St Lawrence - Mackay),St Lawrence,Isaac Region,4707,Saint Lawrence,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,1,1,0,0,2,0,0,2,0,0,0,0
4303,4303,Fatal,2007,February,Wednesday,18,Angle,Multi-Vehicle,152.400973575506,-27.5985060710903,Laidley - Plainland Rd,,Laidley - Plainland Road,Plainland,Lockyer Valley Region,4341,Laidley,Darling Downs,Southern,SEQ South,Southern Queensland,Lockyer Valley - East,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Crest,506,Vehs Overtaking: Overtake-Right Turn,09: Overtaking Same Direction,N,1,0,2,0,3,1,1,0,0,0,0,0
4307,4307,Fatal,2007,May,Wednesday,15,Head-on,Multi-Vehicle,153.052661928724,-26.5317477642615,Yandina - Coolum Rd,,Yandina - Coolum Road,Coolum Beach,Sunshine Coast Region,4573,Coolum,Sunshine Coast,North Coast,SEQ North,North Coast,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Ninderry,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,E,1,0,0,0,1,2,0,1,0,0,0,0
4354,4354,Fatal,2006,July,Thursday,15,Head-on,Multi-Vehicle,149.843694942438,-23.7669351919555,Capricorn Hwy,,Capricorn Highway (Rockhampton - Duaringa),Gainsford,Central Highlands Region,4702,Duaringa,Capricornia,Central,Central,Central Queensland,Central Highlands - East,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,E,1,0,0,0,1,2,0,0,0,0,0,0
4355,4355,Fatal,2006,July,Thursday,13,Overturned,Single Vehicle,148.556089350496,-22.0059862739932,Fitzroy Developmental Rd,,Fitzroy Developmental Road (Dingo - Mount Flora),Valkyrie,Isaac Region,4742,Nebo,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,801,Off Path-Curve: Off Cway Right Bend,18: Off Carriageway on Curve,N,1,1,0,0,2,0,0,1,0,0,0,0
4358,4358,Fatal,2006,April,Friday,23,Overturned,Single Vehicle,152.120901678061,-28.1925597394696,Kays Rd,Warwick - Yangan Rd,Warwick - Yangan Road,Swan Creek,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - East,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Level,801,Off Path-Curve: Off Cway Right Bend,18: Off Carriageway on Curve,E,1,0,0,0,1,1,0,0,0,0,0,0
4469,4469,Fatal,2006,March,Friday,20,Hit object,Single Vehicle,153.081870907789,-26.4990438209355,Sunshine Mwy,,Sunshine Motorway (Mooloolaba - Peregian),Peregian Springs,Sunshine Coast Region,4573,Coolum,Sunshine Coast,North Coast,SEQ North,North Coast,Coolum Beach,Maroochy,Sunshine Coast,Major Cities,Ninderry,Fairfax,State-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
4647,4647,Fatal,2006,July,Sunday,15,Overturned,Single Vehicle,151.557472156367,-27.6069807199574,Knust Rd,,,Mount Tyson,Toowoomba Region,4356,Pittsworth,Darling Downs,Southern,Southern,Southern Queensland,Pittsworth,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Condamine,Groom,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,1,2,1,0,0,0,0,0,0
4716,4716,Fatal,2006,April,Thursday,20,Head-on,Multi-Vehicle,153.022316118976,-27.5374146292161,Beaudesert Rd,,,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Moorooka,Nathan,Brisbane - South,Major Cities,Toohey,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,0,1,0,2,2,0,0,0,0,0,0
4720,4720,Fatal,2006,April,Sunday,5,Hit object,Single Vehicle,153.423752290318,-28.1074320013129,Southport - Burleigh Rd,,Southport - Burleigh Road,Burleigh Heads,Gold Coast City,4220,Robina,Gold Coast,South Eastern,SEQ South,South Coast,Burleigh Heads,Broadbeach - Burleigh,Gold Coast,Major Cities,Burleigh,Mcpherson,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,1,0,0
4874,4874,Fatal,2006,July,Monday,11,Hit object,Single Vehicle,146.674467013074,-19.9206664329736,Burdekin Falls Dam Rd,,Burdekin Falls Dam Road,Mingela,Charters Towers Region,4816,Ravenswood,Townsville,Northern,Northern,North Queensland,Dalrymple,Charters Towers - Ayr - Ingham,Townsville,Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
4939,4939,Fatal,2006,June,Thursday,20,Overturned,Single Vehicle,150.11454668837,-23.6634222339827,Capricorn Hwy,,Capricorn Highway (Rockhampton - Duaringa),Westwood,Banana Shire,4702,Westwood,Capricornia,Central,Central,Central Queensland,Banana,Biloela,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,800,Off Path-Curve: Other,21: Other,E,1,0,0,0,1,1,0,0,0,0,0,0
5023,5023,Fatal,2006,March,Wednesday,6,Head-on,Multi-Vehicle,152.7221106182,-26.3234569215971,Bruce Hwy,,Cooroy - Gympie Road,Kybong,Gympie Region,4570,Imbil,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gympie Region,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,1,0,0,0,1,1,0,1,0,0,0,0
5043,5043,Fatal,2006,May,Monday,15,Hit object,Single Vehicle,151.785531685308,-26.1342058219392,Hivesville - Windera Rd,Silverleaf Rd,,Cloyna,South Burnett Region,4605,Murgon,Darling Downs,Southern,Southern,Southern Queensland,Kingaroy Region - North,Burnett,Wide Bay,Outer Regional,Nanango,Wide Bay,Locally-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,1,0,0,2,1,0,0,0,0,0,0
5053,5053,Fatal,2006,July,Wednesday,14,Angle,Multi-Vehicle,147.987540076769,-23.5411878974578,Capricorn Hwy,Fork Lagoons Rd,Capricorn Highway (Emerald - Alpha),Emerald,Central Highlands Region,4720,Emerald,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,506,Vehs Overtaking: Overtake-Right Turn,09: Overtaking Same Direction,W,1,2,1,0,4,1,0,1,0,0,0,0
5054,5054,Fatal,2006,July,Thursday,11,Angle,Multi-Vehicle,148.204679431063,-20.0349016627929,Bootooloo Rd,Drays Rd,,Bowen,Whitsunday Region,4805,Bowen,Mackay,Central,Central,Central Queensland,Bowen,Bowen Basin - North,Mackay - Isaac - Whitsunday,Outer Regional,Burdekin,Dawson,Locally-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,S,1,0,0,0,1,1,0,1,0,0,0,0
5408,5408,Fatal,2006,February,Sunday,20,Hit object,Single Vehicle,153.154194917596,-27.719767671926,Dairy Creek Rd,Sharton Ave,,Waterford,Logan City,4133,Beenleigh,Logan,South Eastern,SEQ South,South Coast,Bethania - Waterford,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Macalister,Forde,Locally-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Grade,700,Off Path-Straight: Other,21: Other,N,1,1,1,0,3,1,0,0,0,0,0,0
5437,5437,Fatal,2006,May,Monday,5,Hit object,Single Vehicle,152.378826350837,-24.9829885389393,Goodwood Rd,,Goodwood Road,Alloway,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bundaberg Region - South,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Clear,Dawn/Dusk,Curved - view open,Dip,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
5454,5454,Fatal,2006,March,Thursday,9,Hit pedestrian,Hit pedestrian,151.947960249315,-27.5609346908359,Clifford St,,,Toowoomba City,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Southern Queensland,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,000,Pedn: Hit Other,21: Other,N,1,0,0,0,1,1,0,0,0,0,1,0
5455,5455,Fatal,2006,March,Tuesday,23,Fall from vehicle,Single Vehicle,153.327660520225,-27.9343627201755,Pacific Pines Blvd,Papara St,,Pacific Pines,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Pacific Pines - Gaven,Nerang,Gold Coast,Major Cities,Gaven,Fadden,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Dip,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,S,1,0,0,0,1,0,1,0,0,0,0,0
5456,5456,Fatal,2006,March,Tuesday,11,Angle,Multi-Vehicle,153.339674467326,-27.9932092348584,Nerang - Broadbeach Rd,Station St,Pacific Highway (Pacific Motorway),Nerang,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Nerang - Mount Nathan,Nerang,Gold Coast,Major Cities,Gaven,Moncrieff,State-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,W,1,1,0,1,3,2,0,0,0,0,0,0
5457,5457,Fatal,2006,March,Wednesday,14,Hit object,Single Vehicle,149.89307782249,-23.7515434571607,Capricorn Hwy,,Capricorn Highway (Rockhampton - Duaringa),Boolburra,Central Highlands Region,4702,Duaringa,Capricornia,Central,Central,Central Queensland,Central Highlands - East,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Dip,800,Off Path-Curve: Other,21: Other,W,1,0,0,0,1,1,0,0,0,0,0,0
5695,5695,Fatal,2007,December,Thursday,18,Hit object,Single Vehicle,149.906504823134,-23.7430771872706,Capricorn Hwy,,Capricorn Highway (Rockhampton - Duaringa),Boolburra,Central Highlands Region,4702,Duaringa,Capricornia,Central,Central,Central Queensland,Central Highlands - East,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,0,0,0,1,1,0,0,0,0,0,0
5733,5733,Fatal,2006,November,Wednesday,20,Angle,Multi-Vehicle,145.737922729626,-17.0039061753392,Golden Grove Dr,Robert Rd,,Bentley Park,Cairns Region,4869,Edmonton,Far North,Far Northern,Northern,North Queensland,Bentley Park,Cairns - South,Cairns,Outer Regional,Mulgrave,Kennedy,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,E,1,0,0,0,1,1,1,0,0,0,0,0
5838,5838,Fatal,2006,April,Tuesday,18,Hit object,Single Vehicle,153.050240332455,-27.1287282517827,Caboolture - Beachmere Rd,,Caboolture - Beachmere Road,Beachmere,Moreton Bay Region,4510,Caboolture,Moreton,North Coast,SEQ North,North Coast,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,1,0,0,2,1,0,0,0,0,0,0
5847,5847,Fatal,2006,April,Monday,7,Hit object,Single Vehicle,153.289262911923,-27.8214774703903,Pacific Hwy Off Ramp,,Pacific Highway (Pacific Motorway),Pimpama,Gold Coast City,4209,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Pimpama,Ormeau - Oxenford,Gold Coast,Major Cities,Coomera,Forde,State-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,1,0,0,0,0,0
5970,5970,Fatal,2006,July,Saturday,21,Angle,Multi-Vehicle,153.45632250494,-28.0981376205629,Gold Coast Hwy,,Gold Coast Highway (Broadbeach - Coolangatta),Burleigh Heads,Gold Coast City,4220,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Burleigh Heads,Broadbeach - Burleigh,Gold Coast,Major Cities,Burleigh,Mcpherson,State-controlled,Bridge/Causeway,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,400,Vehs Manoeuvring: Other,21: Other,N,1,0,0,0,1,1,0,0,0,1,0,0
6075,6075,Fatal,2006,March,Tuesday,18,Rear-end,Multi-Vehicle,153.458815147152,-28.1482850702104,Galleon Way,,,Currumbin Waters,Gold Coast City,4223,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Currumbin Waters,Coolangatta,Gold Coast,Major Cities,Currumbin,Mcpherson,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Crest,301,Vehs Same Direction: Rear End,04: Rear-end,N,1,0,0,0,1,2,0,0,0,0,0,0
6079,6079,Fatal,2006,March,Tuesday,6,Hit pedestrian,Hit pedestrian,152.994050301618,-27.4454042566535,Waterworks Rd,,,Ashgrove,Brisbane City,4060,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Ashgrove,Brisbane Inner - West,Brisbane Inner City,Major Cities,Cooper,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
6144,6144,Fatal,2006,February,Friday,18,Head-on,Multi-Vehicle,153.298595163931,-27.8913678418868,Tamborine - Oxenford Rd,,Tamborine - Oxenford Road,Oxenford,Gold Coast City,4210,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Oxenford - Maudsland,Ormeau - Oxenford,Gold Coast,Major Cities,Theodore,Fadden,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,E,1,1,1,0,3,2,0,0,0,0,0,0
6169,6169,Fatal,2006,May,Saturday,22,Hit pedestrian,Hit pedestrian,146.819799849027,-19.2630219563067,Morey St,North Ward Rd,North Ward Road,South Townsville,Townsville City,4810,Townsville,Townsville,Northern,Northern,North Queensland,South Townsville - Railway Estate,Townsville,Townsville,Outer Regional,Townsville,Herbert,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,N,1,0,0,0,1,1,0,0,0,0,1,0
6374,6374,Fatal,2005,December,Saturday,4,Hit object,Single Vehicle,153.046112051349,-27.1250775053389,Caboolture - Beachmere Rd,,Caboolture - Beachmere Road,Beachmere,Moreton Bay Region,4510,Caboolture,Moreton,North Coast,SEQ North,North Coast,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Fog,Darkness - Not lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
6375,6375,Fatal,2005,December,Saturday,8,Angle,Multi-Vehicle,152.629044248098,-27.4109001680474,Brisbane Valley Hwy,Wivenhoe Pkt Rd,Brisbane Valley Highway (Ipswich - Harlin),Wivenhoe Pocket,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,E,1,0,0,0,1,1,1,0,0,0,0,0
6535,6535,Fatal,2006,March,Monday,12,Hit object,Single Vehicle,148.824653391632,-26.3962636188782,Roma - Taroom Rd,,Roma - Taroom Road,Euthulla,Maranoa Region,4455,Roma,South West,Southern,Southern,Southern Queensland,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,800,Off Path-Curve: Other,21: Other,E,1,0,0,0,1,1,0,0,0,0,0,0
6616,6616,Fatal,2006,May,Saturday,0,Hit object,Single Vehicle,139.569746256324,-17.8694866641679,Nardoo - Burketown Rd,,,Burketown,Burke Shire,4830,Burketown,Mount Isa,Northern,Northern,North Queensland,Carpentaria,Outback - North,Queensland - Outback,Very Remote,Traeger,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
6724,6724,Fatal,2006,August,Sunday,2,Hit pedestrian,Hit pedestrian,152.262231329514,-26.095074665578,Rossmore Rd,,,Kilkivan,Gympie Region,4600,Kilkivan,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Crest,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,N,1,0,0,0,1,0,0,0,0,0,1,1
